English,Japanese
respiration,呼吸
respirator,人工呼吸器
respiratory,呼吸器の
respire,呼吸する
respite,小休止
resplendent,まばゆい
respond,反応する
respondent,回答者
responder,応答者
response,応答
responsibility,責任
responsible,責任のある
responsibly,責任を持って
responsive,反応する
responsiveness,反応性
rest,残り
restart,再起動
restate,再び述べる
restatement,修正再表示
restaurateur,料理店主
restful,安らか
restitution,回復
restive,反抗的な
restless,落ち着きのない
restlessly,落ち着きなく
restlessness,落ち着きのなさ
restock,補充する
restoration,復元
restorative,回復の
restorer,回復
restrain,抑える
restrained,拘束
restraint,拘束
restrict,制限する
restricted,制限された
restriction,制限
restrictive,限定的
restructure,再構築する
result,結果
resultant,結果
resulting,結果として生じる
resume,履歴書
resumption,再開
resurface,再浮上する
resurgence,復活
resurgent,復活
resurrect,復活させる
resurrection,復活
resuscitate,蘇生させる
resuscitation,蘇生
resuspended,再懸濁
retail,小売り
retailer,小売店
retailing,小売業
retain,保持する
retake,取り戻す
retaliate,報復する
retaliation,報復
retaliatory,報復的な
retard,遅らせる
retardation,遅滞
retarded,遅
retch,吐く
retell,再び語る
retentive,保持
retest,再テスト
rethink,再考
reticence,無口
reticent,寡黙
reticular,網状の
reticulum,細網
retina,網膜
retinoblastoma,網膜芽細胞腫
retinopathy,網膜症
retinue,付き添い
retired,引退した
retiree,退職者
retirement,退職
retiring,就寝
retool,一新
retrace,引き返す
retract,引っ込める
retraction,撤回
retrain,再教育をする
retread,再生タイヤ
retrench,節約する
retrenchment,縮小
retrial,再審
retribution,報復
retributive,報復の
retrieval,検索
retrieve,検索する
retroactive,遡及の
retroactively,遡及的に
retrofit,据え付け
retrograde,逆行する
retrospect,振り返ってみる
retrospective,回顧展
retrospectively,遡及
retrotransposition,レトロ転位
returnee,帰国子女
returning,復帰
returns,収益
reunification,再統一
reunion,再会
reunite,再会する
reusable,再利用可能な
reuse,再利用
rev,回転
revaluation,再評価
revamp,改造
revascularization,血行再建
reveal,明らかにする
revealed,明らかになった
revealing,明らかにする
reveille,朝礼
revel,お祭り騒ぎ
revelation,啓示
revelatory,天啓の
revelry,お祭り騒ぎ
revenge,復讐
revenue,収入
reverberate,反響する
reverberation,残響
revered,尊敬
reverence,畏敬の念
reverend,牧師
reverent,うやうやしい　
reverential,恭しい　
reverently,うやうやしく
reverie,空想
reversal,逆転
reversion,復帰
revert,回顧する
reviewer,評論家
revile,罵倒する
reviled,悪口
revise,修正する
revisionism,修正主義
revisionist,修正主義者
revisit,再訪
revisited,再訪
revitalize,活性化する
revitalized,再活性化
revival,復活
revivalist,信仰復興論者
revive,復活させる
revocation,取り消し
revoke,取り消す
revolt,反乱
revolted,反乱
revolution,革命
revolutionary,革命的
revolutionize,革命を起こす
revolve,回転する
revolved,回転した
revulsion,嫌悪
reward,褒賞
rewarding,実りある
rewind,巻き戻し
rewire,配線し直す
rework,再加工する
rewrote,書き直し
rhabdomyosarcoma,横紋筋肉腫
rhapsodic,熱狂的な
rhapsodize,熱狂的に語る
rhesus,赤毛猿
rhetorical,修辞的な
rhetorically,修辞
rheumatic,リウマチの
rheumatology,リウマチ学
Rhine,ライン川
rhizobial,根粒菌
rhizobium,根粒菌
Rhone,ローヌ川
rhyme,韻
rhythmic,リズミカルな
rhythmically,リズミカルに
ribald,下品な
ribcage,胸郭
ribonucleoprotein,リボ核タンパク質
ribosomal,リボソームの
Rican,コスタリカの
rice,米
richer,豊かな
riches,富
richest,裕福な
richly,豊かに
richness,豊かさ
rickets,くる病
rickety,ガタガタの
ricochet,跳ね返る
ricotta,リコッ​​タ
rid,取り除く
riddance,救出
ridden,に乗った
riddle,なぞなぞ
riddled,だらけ
ride,乗り心地
ridge,尾根
ridicule,冷やかし
ridiculous,ばかげた
ridiculously,ばかばかしいほど
rife,はびこって
riffle,さざ波
right,右
righteous,正しい　
righteousness,正義
rightful,正当な
rightfully,当然
rightist,右派の
rightly,正しく
righty,右腕投手
rigidity,剛性
rigidly,堅く
rigor,厳しさ
rigorous,厳格な
rigorously,厳密に
rigueur,絶対条件
Rijksmuseum,アムステルダム国立​​美術館
rime,霜
rind,皮
ringed,環状の
ringing,共鳴
ringleader,首謀者
riot,暴動
rioter,暴民
rioting,暴動
riotous,騒々しい
ripe,熟した
ripen,熟す
risch,スタイリッシュ 
rise,上昇
risen,上昇
risible,笑える
rising,上昇
riskier,リスクの高い　
risky,危険な
rite,儀式
ritual,儀式
ritualistic,儀式的な
ritzy,豪華な
rivalry,競争
rive,割れる
riven,分裂した
river,川
riverbank,河岸
riverside,川辺
riveting,リベット打ち
riz,ご飯
road,道路
roadless,道路のない
roadside,道端
roadway,車道
roar,とどろき
roared,轟音
roaring,活発な
rob,盗む
robber,強盗
robbery,強盗
robed,まとった 
robotic,ロボットの
robust,堅牢な
robustly,確実に
robustness,頑健性
rock,岩
rocketry,ロケット工学
rodent,齧歯類
rogue,ならず者
roguish,いたずらっぽい　
roil,かき乱す
role,役割
rollick,はしゃぎ回る
rolling,圧延
Romanesque,ロマネスク様式
Romanian,ルーマニア語
romantically,ロマンチックに
romanticism,ロマン主義
romanticize,美化
romp,楽勝
roof,屋根
rooftop,屋上
room,部屋
roomful,部屋いっぱい
roomy,広々とした
roost,ねぐら
rooster,おんどり
rosebud,バラのつぼみ
rosewater,バラ水
roster,名簿
rostrum,演壇
rosy,楽観的な
rot,腐敗
rota,当番表
rotate,回転させる
rotation,回転
rotational,回転の
rotator,回転子
rote,まる暗記
rotisserie,焼肉料理店
rotten,腐った
rotund,丸い　
rougher,粗い　
roughhouse,ばか騒ぎ
roughly,おおよそ
roughneck,悪党
roughness,粗さ
rounded,丸みを帯びた
roundhouse,大振りの
roundly,丸く
roundtable,円卓会議
roundtrip,往復
roundup,切り上げる
roundworm,回虫
rout,敗走
routinely,日常的に
rove,さまよう
row,行
rowboat,漕ぎ舟
rowdy,乱暴な
rower,漕ぎ手
royalist,王党派
royalty,王族
RSA,南アフリカ共和国
RSVP,回答下さい
rub,こする
rubbish,ごみ
rubble,瓦礫
rubric,見出し
ruckus,騒動
ruddy,血色の良い　
rude,無礼な
rudely,荒々しく
rudeness,無礼
rudimentary,基本的な
rue,後悔する
rueful,悲しそうな
ruefully,残念そうに
rugged,頑丈な
ruin,破滅
ruinous,破滅的な
ruling,判決
rum,ラム酒
rumbling,鳴動
ruminant,反すう動物
ruminate,反芻
rumination,反芻
rummage,くまなく捜す
rumor,うわさ
rumour,うわさ
rump,(牛の)腰肉
runabout,小型飛行機
runaround,言い逃れ
runaway,逃げる
rundown,流れ落ちる
Rune,ルーン文字
runny,鼻水が出る
runoff,決選投票
runway,滑走路
rupture,破裂
rural,農村
RUS,ロシア語
ruse,策略
russet,あずき色
rust,さび
rustic,素朴な
rustle,サラサラいう音
rusty,さびた
ruthless,冷酷な
ruthlessly,無慈悲
ruthlessness,無慈悲
Rwandan,ルワンダの
rye,ライ麦
Sabah,サバ州
sabbath,安息日
sabbatical,長期有給休暇
sabotaged,妨害
sac,嚢
saccharine,サッカリンの
Saccharomyces,出芽酵母
sachet,小袋
sack,袋
sacking,解任
sacrament,聖餐
sacramental,聖礼典の
Sacre,サクレ･クール教会
sacred,神聖
sacrifice,犠牲
sacrificed,犠牲に
sacrificial,犠牲の
sacrilege,冒とく
sacrilegious,神聖を汚す
sacrosanct,極めて神聖な
sad,悲しい
sadden,悲しませる
saddened,悲しむ
sadder,悲しい　
saddest,最も悲しい　
sadly,悲しいことに
sadness,悲しみ
safe,安全な
safeguard,守る
safekeeping,保管
safely,安全に
safer,より安全な
safest,最も安全な
safety,安全性
sag,たるみ
saggy,垂れ下がった
Sagittarius,射手座
sahib,紳士
said,前記
sail,帆
sailor,船乗り
saint,聖人
sainthood,聖人の位
saintly,聖人のような
sake,目的
salable,売れる
salacious,わいせつな
salaried,有給
salary,給与
sale,販売
salesclerk,店員
salespeople,販売員
salesperson,販売員
salient,目立った
saline,生理食塩水
salinity,塩分濃度
saliva,唾液
salivary,唾液の
salivate,よだれを垂らす
sallow,黄ばんだ
salmon,鮭
salt,塩
saltpeter,硝石
saltwater,海水の
salty,塩辛い　
salutary,有益な
salutation,挨拶
salute,敬礼
salvation,救い
salve,軟膏
salvo,一斉射撃
Samaritan,サマリア人
same,同じ
sameness,同一性
sanatorium,療養所
sanctify,神に奉納する
sanctimonious,仏臭い
sanction,制裁
sanctions,制裁
sanctity,神聖
sanctuary,聖域
sanctum,神聖な場所
sand,砂
sandalwood,白檀材
sandbank,砂州
sandman,睡魔
sandstone,砂岩
sandstorm,砂嵐
sandy,砂の
sane,正気の
sanguine,楽観的な
sanitarium,療養所
sanitation,衛生
sanitize,消毒する
sanity,正気
Sanskrit,サンスクリット語
sapling,苗木
sappy,感傷
Sarawak,サラワク州
sarcasm,皮肉
sarcastic,皮肉な
sarcastically,皮肉たっぷりに
sarcoma,肉腫
sarcomere,筋節
sarcophagus,石棺
sardonic,皮肉な
sardonically,皮肉を込めて
Sark,サーク島
sartorial,衣服の
Saskatchewan,サスカチュワン州
sass,生意気
sassy,生意気
Sat,土
satanic,悪魔のような
satchel,学生かばん
satellite,衛星
satiety,満腹
satire,風刺
satiric,痛烈
satirical,風刺の
satirist,風刺作家
satirize,風刺する
satisfaction,満足
satisfactorily,満足
satisfactory,満足のいく
satisfied,満足
satisfy,満たす
sativa,大麻
saturate,飽和
saturation,飽和
Saturday,土曜日
Saturn,土星
saucepan,鍋
saucy,生意気
saunter,散歩
savage,野蛮
savaged,激しく攻撃
savagely,どう猛に
savagery,残忍
savant,学者
saved,保存された
saving,節約
savings,貯蓄
savior,救世主
saviour,救世主
savor,味わう
savory,香ばしい　
savour,味わう
savoury,香ばしい　
savvy,経験豊富な
saw,のこぎり
sawdust,おがくず
sawmill,製材所
sawn,のこぎりで切られた
saxophonist,サクスホーン奏者
say,言う
saying,格言
says,言う 
scab,かさぶた
scabby,ぼろぼろの
scaffold,足場
scald,やけどする
scallion,春タマネギ
scallop,ホタテ貝
scalp,頭皮
scalpel,外科用メス
scalper,ダフ屋
scaly,うろこ状の
scam,詐欺
scamp,手を抜く
scamper,走る
scandalize,名誉を傷つける
Scandinavian,スカンジナビアの
scanned,スキャンした
scant,乏しい　
scantily,乏しく
scanty,乏しい　
scapula,肩甲骨
scar,傷跡
scarce,乏しい　
scarcely,ほとんどない
scarcity,希少性
scare,恐怖
scarecrow,かかし
scared,怖がって
scarier,恐ろしい　
scariest,怖い　
scary,怖い　
scathing,痛烈
scattered,散在する
scatterplot,散布
scavenge,あさる
scenery,景色
scenic,風光明媚な
scent,香り
scented,香り
scepter,笏
scepticism,懐疑的な見方
scheduled,予定の
schematic,回路図
schematically,概略的に
schemer,策士
scheming,腹黒い　
schistosomiasis,住血吸虫症
schizoid,統合失調症の
schizophrenia,統合失調症
schizophrenic,統合失調症の
schlep,骨の折れる仕事
schlock,安物
schmaltz,過度の感傷主義
schmooze,おしゃべり
schmuck,愚か者
scholar,学者
scholarly,学術的な
scholarship,奨学金
scholastic,学校の
school,学校
schoolbook,教科書
schoolboy,男子生徒
schoolchild,学童
schoolchildren,小学生
schooler,就学児童
schoolgirl,女子生徒
schoolhouse,校舎
schooling,学校教育
schoolmaster,校長
schoolmate,学友
schoolteacher,先生
schoolwork,学校の勉強
schoolyard,校庭
sciatic,坐骨神経痛の
science,科学
scientific,科学的
scientifically,科学的に
scientist,科学者
scintillate,放つ
scion,接ぎ穂
scissor,はさみ
scissors,はさみ
sclerosis,硬化症
scoff,嘲る
scold,叱る
scorched,焦げた
scoreless,無得点の
scoring,得点
scorn,軽蔑
scorned,軽蔑
scornful,軽蔑した
scornfully,さげすんで
Scorpio,蠍座
Scotch,スコットランドの
Scotsman,スコットランド人
Scottish,スコットランドの
scoundrel,悪党
scour,磨く
scoutmaster,ボーイスカウトの隊長
scowl,顔をしかめる
scrabble,引っかく
scraggly,モジャモジャの
scrape,擦り傷
scraped,掻き取り
scrappy,断片的な
scratchy,チクチクする
scrawl,走り書き
scrawled,走り書き
scrawny,やせこけた
scream,悲鳴を上げる
screaming,絶叫
scree,小石
screech,金切り声
screed,長談義
screenplay,脚本
screenwriter,脚本家
screwdriver,ねじ回し
screwy,らせん状の
scribble,落書き
scribe,筆記
scrimmage,つかみ合い
scrimp,倹約する
scrimshaw,細工
scrip,(代用)紙幣
scriptural,聖書
scripture,聖書
scrounge,あさる
scrubbed,ごしごしこすられた
scrubby,みすぼらしい　
scruff,首筋
scruffy,だらしない
scrumptious,すてきな
scrunch,うずくまる
scruple,気がとがめる
scrupulous,実直な
scrupulously,綿密に
scrutinize,詳しく調べる
scrutiny,精査
scuff,傷
scuffle,もみ合い
sculpt,彫刻する
sculpted,彫刻
sculptor,彫刻家
sculptural,彫刻の
sculpture,彫刻
scum,灰汁(あく)
scumbag,卑劣な人
scummy,汚い　
scurry,小走り
scurvy,壊血病
scuttle,断念する
scuttlebutt,うわさ
scythe,大鎌
sea,海
seabed,海底
seabird,海鳥
seaboard,沿岸地域
seacoast,海岸
seafarer,船員
seafront,海に面した
seagull,鴎
seal,鰭脚類
seaman,船員
seamlessly,継ぎ目なく
seamstress,裁縫師
seamy,むさくるしい
seaplane,水上飛行機
seaport,海港
sear,焼く
search,検索
searchable,検索可能な
searching,検索
searing,焼け付くような
seascape,海景
seashell,貝殻
seashore,海岸
seasick,船酔い
seaside,海辺
seasonal,季節的
seasonality,季節性
seasonally,季節
seasoned,熟練した
seasoning,調味料
seating,座席
seaward,海側
seawater,海水
seaway,航路
seaweed,海藻
seaworthy,航海に適した
SEC,証券取引委員会
secede,脱退する
secession,脱退
secluded,人里離れた
seclusion,閑居
second,2番目
secondarily,二次的に
secondary,二次
secondhand,中古
secondly,第二に
seconds,秒
secrecy,秘密性
secret,秘密
secretarial,秘書の
secretariat,秘書室
secretary,秘書
secrete,分泌する
secreted,分泌
secretion,分泌
secretive,秘密主義の
secretly,ひそかに
secretory,分泌腺
sect,宗派
sectarian,派閥の
sectional,断面
sectioned,断面の
secular,世俗的な
secularism,世俗主義
secure,確保する
securely,しっかりと
sedate,落ち着いた
sedated,鎮静状態の
sedation,鎮静状態
sedative,鎮静剤
sedentary,座りがちな
sediment,堆積物
sedimentary,堆積
sedimentation,沈降
sedimented,沈降
sedition,扇動
seduce,誘惑する
seduced,誘惑
seduction,誘惑
seductive,魅惑的な
seductively,誘惑
seductress,誘惑する女
see,見る
seedling,苗
seedy,みすぼらしい　
seeing,見ること
seeker,探求者
seem,見える
seemed,見えた
seeming,うわべ
seemingly,一見したところ
seems,のようだ 
seen,見られる
seep,浸透する
seepage,漏出
seer,予言者
seethe,沸き返る
segmental,分節
segmented,セグメント化された
segregate,分離する
segregated,隔離された
segregation,分離
segregationist,人種差別
Seine,セーヌ川
Seinfeld,となりのサインフェルド
seismic,地震の
seismologist,地震学者
seize,つかむ
seizing,押収
seizure,発作
seldom,滅多
select,選ぶ
selected,選択
selecting,選択
selection,選択
selective,選択的な
selectively,選択的に
selectivity,選択性
self,自己
selfish,利己的な
selfishly,身勝手に
selfishness,身勝手さ
selfless,無私無欲の
sell,販売
seller,売り手
selling,販売
sellout,売り切り
selves,自分たち
semantics,意味論
semaphore,手旗信号
semblance,外観
semen,精液
semester,学期
SEMG,筋電図
semi,準
semiautomatic,半自動の
semicircle,半円
semiconductor,半導体
semifinal,準決勝
seminal,独創性に富んだ
seminarian,セミナー研究生
seminary,神学校
semiotic,記号の
Semite,セム人
Semitic,セム語
Semitism,ユダヤ主義
senate,上院
senator,上院議員
senatorial,上院の
send,送信
sender,差出人
sending,送信
senescence,老化
senile,老人性
senility,老衰
seniority,年功序列
sensation,感覚
sensational,センセーショナルな
sensationalism,扇情主義
senseless,無分別な
senses,感覚
sensibility,感性
sensible,賢明な
sensibly,目立って
sensitive,敏感
sensitivity,感度
sensitization,感作
sensitize,感作
sensory,感覚の
sensual,官能的な
sensualist,感覚論者
sensuality,官能
sensuous,官能的な
sentence,文
sentencing,量刑手続き
sentience,感覚性
sentient,知覚
sentiment,感情
sentimental,感傷的な
sentimentalist,感傷家
sentimentality,感傷
sentimentalize,感傷にふける
sentry,見張り
Sep,9月
sepal,萼片
separable,分離可能な
separate,別
separated,分離した
separately,別々
separation,分離
separatism,分離主義
separatist,分離主義者
sepsis,敗血症
sept,7の
September,9月
septic,敗血症
septum,中隔
sepulchral,陰気な
seq,配列
sequel,続編
sequenced,配列決定され
sequentially,連続して
sequester,隔離する
sequestration,仮差押え
Serbian,セルビア語
serendipitous,偶然
serene,穏やかな
serenely,穏やか
serenity,静けさ
serf,農奴
sergeant,軍曹
serially,シリアルに 
serious,深刻
seriously,真剣に
seriousness,深刻
sermon,説教
sermonize,説教する
serogroup,血清学的グループ
serological,血清学的
serology,血清学
seronegative,血清反応陰性の
seropositive,血清反応陽性の
seropositivity,血清反応陽性
serotype,血清型
serovar,血液型亜型
serpent,蛇
Sertoli,セルトリ細胞
serum,血清
servant,召使
serviceable,役に立つ
servile,卑屈な
serving,給仕をする
servitude,隷属
sesame,ごま
setback,挫折
setting,設定
settle,落ち着く
settlement,決済
settler,入植者
settling,沈降
seven,7
seventeen,17
seventeenth,第17
seventh,第7
seventy,70
sever,断つ
several,いくつかの
severance,切断
severe,厳しい　
severely,厳しく
severity,重症度
sew,縫う
sewage,下水
sewed,縫製
sewer,下水道
sewing,裁縫
sewn,縫い付け
sexiest,セクシーな
sexism,性差別
sexist,性差別的な
sextant,六分儀
sexton,寺男
sexual,性的
sexually,性的に
sh,しー!
shabby,みすぼらしい　
shack,小屋
shaded,影付きの
shadow,影
shadowy,闇の
shady,いかがわしい　
shake,振る
shakeout,淘汰
Shakespearean,シェークスピアの
shaking,振動
shaky,不安定な
shale,頁岩
shall,意思
shallow,浅い　
shallows,浅瀬
shalt,なかれ
sham,偽の
shamble,よろよろ歩く
shambles,修羅場
shame,恥
shamed,恥ずかしい　
shameful,恥ずべき
shamefully,恥ずかしくも
shameless,恥知らずな
shamelessly,臆面もなく
Shanghai,上海
shanty,小屋
shaolin,少林寺拳法
shape,形状
shaped,整形
shapeless,定形のない
shapely,すっきり
shard,破片
sharecropper,小作人
shareholder,株主
sharer,共有者
shares,株式
shark,鮫
sharpen,研ぐ
sharpened,先鋭化
sharpest,最もシャープ
sharply,鋭く
sharpness,切れ味
sharpshooter,狙撃兵
shatter,打ち砕く
shattered,粉々になった
shave,剃る
shaven,剃った
she,彼女
sheaf,束
shear,せん断
shed,小屋
shedding,脱皮
sheen,光沢
sheepherder,羊飼い
sheepish,恥ずかしそうな
sheepskin,羊皮
sheer,切り立った
sheesh,ちぇっ
shelf,棚
shellfish,貝
shelter,避難所
sheltered,保護された
shelve,見送る
shenanigan,偽り
sheriff,保安官
shifting,移動
shifty,ずるそうな
shiite,シーア派
shimmer,きらめき
shimmering,揺らぎ
shin,すね
shine,輝き
shined,酔っぱらった
shining,輝く
Shinto,神道
shiny,光沢のある
ship,船
shipboard,船上
shipbuilder,造船会社
shipbuilding,造船
shipmate,船員仲間
shipment,出荷
shipper,荷主
shipping,運送
shipwreck,難破船
shipyard,造船所
shire,イングランド中部諸州
shirk,逃れる
shirtless,上半身裸
shit,たわごと
shitload,大量のもの
shitty,くだらない　
Shiva,シバ神
shiver,震え
shivers,寒気
shivery,寒い　
shoal,浅瀬
shocked,ショックを受けて
shockingly,ゾッとするほど
shoe,靴
shoehorn,靴べら
shoelace,靴紐
shoemaker,靴屋
shoeshine,靴磨き
shoestring,靴ひも
shogunate,幕府
shoo,追い払う
shoot,撃つ
shooting,撮影
shootout,銃撃戦
shopgirl,女店員
shopkeeper,店主
shoplifting,万引き
shoppe,専門店
shopper,買い物客
shopworn,古臭い
shore,海岸
shoreline,海岸線
shorn,刈った
shortage,不足
shortchange,サボる
shortcoming,欠点
shorten,短縮する
shorter,短い　
shortest,最短
shortfall,不足
shorthand,速記
shortly,まもなく
shortness,不足
shortsighted,近視眼的な
shortstop,遊撃手
shortwave,短波
shorty,背の低い人
should,すべき
shoulder,肩
shouting,叫び
shoutout,大声で叫ぶ
shove,押し込む
shoveled,シャベルで掘られた 
showbiz,芸能界
showcased,展示
showdown,対決
showered,シャワーを浴びて
showing,表示
showman,芸人
shown,示す
showpiece,展示品
showplace,名所
showy,派手
shrapnel,榴散弾
shredded,細断された
shrewd,抜け目のない
shrewdly,ちゃっかり
shrewdness,辣腕
shriek,悲鳴
shrift,ざんげ
shrill,甲高い　
shrine,神社
shrinkage,収縮
shrivel,しぼむ
shrub,低木
shrubbery,植え込み
shrug,肩をすくめる
shrunken,縮んだ
shtick,お決まりのギャグ
shuck,さや
shudder,身震い
shun,避ける
shut,閉じた
shutout,完封
shyly,恥ずかしそうに
shyness,内気
Siberian,シベリアの
sibling,兄弟姉妹
Sichuan,四川省
Sicily,シチリア島
sick,病気
sicken,病気になる
sickened,病気に
sickening,吐き気を催させる
sicker,病状
sickle,鎌
sickly,病弱な
sickness,病気
sideburns,もみ上げ
sideline,副業
siderophore,親鉄剤
sideshow,余興
sidestep,避ける
sidetracked,脱線
sidewalk,歩道
sideway,脇道
siding,羽目板
sidle,横に動く
siege,包囲
sieve,ふるい　
sift,ふるいにかける
sigh,ため息
sight,視力
sighted,目の見える 
sighting,目撃
sightseeing,観光
sightseer,観光客
signage,標識(の)
signal,信号
signaling,シグナル伝達
signatory,署名者
signature,署名
signet,印鑑
significance,意義
significant,重要な
significantly,かなり
signification,意味
signifier,意味されているもの
signify,意味する
signing,署名
signpost,道標
signposted,案内標識
silence,沈黙
silently,静かに
silken,つやつやした
silky,絹のような
sill,敷居
silliness,愚かさ
silly,愚かな
silver,銀
silverware,銀食器
silvery,銀色
similar,同様の
similarity,類似
similarly,同様に
simile,直喩
simmer,煮る
simpatico,人を引き付ける
simper,作り笑い
simple,簡単
simpler,単純な
simplest,最も単純な
simpleton,阿呆
simplicity,単純
simplification,簡素化
simplify,単純化する
simplistic,単純化した
simply,単に
simulated,シミュレーションした
simulcast,同時放送
simultaneous,同時
simultaneously,同時に
sin,罪
Sinai,シナイ半島
since,から
sincere,誠実な
sincerely,心から
sincerity,誠実
sinew,筋
sinewy,筋骨たくましい　
sinful,罪深い
sing,歌う
singer,歌手
singing,歌う
singly,単独で
singular,単数
singularity,特異点
singularly,単独で
sinister,不吉な
sinking,沈没
sinner,罪人
Sino,中国の
sinter,焼結
sinuous,しなやかな
sinus,洞(ほら)
sinusitis,副鼻腔炎
sinusoid,正弦曲線
sinusoidal,正弦曲線の
sip,一口
sired,(種付けで)子を生んだ
sis,妹
sisal,サイザル麻
sissy,弱虫
sister,妹
sisterhood,姉妹関係
sit,座る
sitting,座っている
situ,その場
situate,置く
situated,位置
situation,状況
situational,状況の
six,6
sixpence,6ペンス
sixteen,16
sixteenth,第十六
sixth,第6
sixty,60
sizable,相当の大きさの
sizeable,かなり大きい　
sizzling,非常に暑い　
skanky,不快な
skein,かせ
skeletal,骨格
skeptic,懐疑的な
skeptical,懐疑的な
skeptically,懐疑的に
skepticism,懐疑的な見方
sketchy,大雑把
skewer,串
skewered,串刺し
skied,スキーを
skilfully,上手に
skilled,熟練した
skillful,熟練した
skillfully,巧みに
skimmed,脱脂
skimp,けちる
skimpy,不十分な
skin,皮膚
skinflint,吝嗇
skinfold,皮下脂肪
skinned,皮を剥がれた
skirmish,小競り合い
skit,寸劇
skittish,気まぐれな
skull,頭蓋骨
sky,空
skylight,天窓
skyrocket,急騰する
skyscraper,超高層ビル
skyward,空に向かって
slack,たるみ
slacked,弛んだ
slacken,緩む
slacker,怠け者
slammer,刑務所
slander,中傷
slanderous,中傷する
slanted,傾斜した
slapping,ぴしゃり
slapstick,どたばた
slather,厚く塗る
slaughter,虐殺
slaughterhouse,畜殺場
slave,奴隷
slaver,よだれ
slavery,奴隷制
Slavic,スラブの
slavish,卑屈な
slay,殺す
slayer,殺害者
slaying,殺し
sleaze,みすぼらしさ
sleazy,安っぽい　
sled,そり
sledgehammer,大ハンマー
sleek,なめらかな
sleep,睡眠
sleeper,枕木
sleeping,睡眠
sleepless,眠れない
sleeplessness,不眠
sleepover,外泊
sleepwalk,夢中歩行
sleepwalker,夢遊病者
sleepwalking,夢遊病
sleepy,眠い　
sleet,みぞれ
sleeveless,ノースリーブの
sleigh,そり
sleight,手品
slender,細い　
sleuth,探偵
sliced,スライスした
slickly,滑らかに
slight,わずかな
slighted,侮辱
slightest,わずかな
slightly,少し
slimy,ぬるぬる
slink,こっそり逃げる
slinky,セクシーな
slippery,滑りやすい　
slipshod,手を抜いた
slither,ずるずる滑る
slob,ずぼらな人
slobber,よだれ
slog,重い足取りで進む
sloppy,ずさんな
slosh,塗りたくる
slothful,気長な
slouch,前かがみ
slow,遅い　
slowdown,速度を落とす
slower,もっとゆっくり
slowest,最も遅い
slowly,ゆっくり
slowness,遅さ
slowpoke,もどかしい　
slugged,酔っぱらった
slugger,強打者
sluggish,低迷
sluice,水門
slumber,眠り
slung,投げ
slurp,啜る
slurred,不明瞭
slut,ふしだらな女
slutty,ふしだらな
sly,ずる賢い　
slyly,ちゃめっ気たっぷりに
smackdown,叱責する
smacked,叩かれた 
small,小さい　
smaller,より小さい
smallest,最も小さい　
smallish,小さめの
smallpox,天然痘
smarmy,お世辞たらたらの
smarter,賢く
smartest,賢い　
smartly,こぎれいに
smashed,破壊された
smashing,素晴らしい　
smattering,片言
smear,塗抹
smeared,塗りつけられた
smell,香り
smelly,悪臭を放つ
smelt,製錬する
smidgen,ほんの少し
smile,笑顔
smirk,作り笑い
smite,強打
smithy,鍛冶場
smitten,殴られた
smoggy,スモッグの
smoke,煙
smoked,薫製
smokeless,無煙の
smoker,喫煙者
smokestack,大煙突
smokey,交通警官
smoking,喫煙
smolder,くすぶる
smoother,滑らかな
smoothly,スムーズに
smoothness,滑らか
smorgasbord,バイキング料理
smother,もみ消す
smoulder,くすぶる
smudge,汚れ
smug,独り善がりの
smuggle,密輸する
smuggled,密輸
smuggler,密輸業者
smuggling,密輸
smugly,気取って
smugness,うぬぼれ
smut,黒穂病
smutty,汚れた
snafu,混乱状態
snag,思わぬ障害
snakebite,ヘビにかまれた傷
snakehead,雷魚
snakeskin,ヘビ革
snapper,鯛
snappish,癖のある
snappy,粋な
snarky,不機嫌な
snarl,うなり声
snatcher,ひったくり
snazzy,おしゃれな
sneaky,卑劣な
sneer,冷笑
sneered,冷笑
sneeze,くしゃみ
snicker,忍び笑い
snide,悪意に満ちた
sniff,匂いを嗅ぐ
sniffle,鼻をすする音
snigger,けらけら笑う
snippy,短気な
snit,苛立ち
snitch,密告者
snivel,鼻水
snob,俗物
snobbery,俗物根性
snobbish,お高くとまった
snobby,鼻持ちならない
snooty,横柄な
snooze,居眠り
snore,いびき
snort,荒い鼻息
snot,鼻水
snotty,薄汚い　
snow,雪
snowball,雪玉
snowbank,雪だまり
snowdrift,雪の吹きだまり
snowed,雪が降った
snowfall,降雪
snowman,雪だるま
snowstorm,吹雪
snowy,雪に覆われた
snub,鼻であしらう
snuggle,すり寄り
snugly,ぴったり
so,そう
soaked,ずぶ濡れ
soap,せっけん
soapbox,演説
soapy,せっけんの
soar,舞い上がる
sob,すすり泣き
sober,地味な
sobering,ハッとするような
soberly,酔わ
sobriety,節酒
sobriquet,あだ名
SoCal,南カルフォルニア
sociable,社交的な
socialism,社会主義
socialist,社会主義者
socialistic,社会主義的な
socialite,社交
socialization,社会化
socialize,付き合う
socialized,社会主義化された
socially,社会的に
societal,社会的な
society,社会
sociocultural,社会文化的な
sociodemographic,社会人口学的
socioeconomic,社会経済的な
sociological,社会学的な
sociologist,社会学者
sociology,社会学
sociopath,反社会的人間
sockeye,紅鮭
Socratic,ソクラテスの
sod,芝
sodden,ずぶぬれの
soften,柔らかくする
softener,柔軟剤
softer,よりソフト
softie,気が弱い人
softly,そっと
